Temperature,Humidity,CO2,Light Intensity,Harmful
42.67,40.2,517.6,9171.0,1
42.7,40.25,517.92,9147.0,1
42.68,40.46,518.14,9122.0,1
42.68,40.63,517.64,9109.0,1
42.68,40.52,517.78,9079.0,1
42.7,40.33,517.47,9059.0,1
42.7,40.4,517.56,9004.0,1
42.68,40.36,517.51,8972.0,1
42.7,40.1,517.02,8898.0,1
42.68,40.21,517.12,8817.0,1
42.7,40.23,516.77,8742.0,1
42.7,40.21,516.97,8686.0,1
42.7,40.3,516.51,8642.0,1
42.71,40.24,516.28,8587.0,1
42.7,40.24,516.66,8538.0,1
42.7,40.21,516.05,8525.0,1
42.71,40.19,516.08,8512.0,1
42.72,40.26,516.32,8495.0,1
42.7,40.25,516.43,8495.0,1
42.71,40.1,516.5,8495.0,1
42.74,40.17,516.1,8477.0,1
42.7,40.21,516.1,8506.0,1
42.72,40.31,516.35,8488.0,1
42.72,40.19,516.39,8482.0,1
42.71,40.29,516.17,8482.0,1
42.72,40.29,516.74,8488.0,1
42.72,40.26,516.75,8512.0,1
42.71,40.32,516.89,8525.0,1
42.72,40.41,517.12,8574.0,1
42.71,40.4,516.98,8600.0,1
42.71,40.35,517.03,8643.0,1
42.72,40.35,516.54,8705.0,1
42.72,40.32,516.99,8755.0,1
42.74,40.41,517.19,8805.0,1
42.72,40.32,516.8,8849.0,1
42.72,40.35,517.21,8886.0,1
42.74,40.45,517.15,8917.0,1
42.71,40.41,516.74,8948.0,1
42.72,40.29,517.05,8961.0,1
42.71,40.38,517.31,8967.0,1
42.71,40.29,517.53,8974.0,1
42.74,40.39,517.24,8991.0,1
42.74,40.18,516.71,8962.0,1
42.71,40.24,516.68,8956.0,1
42.72,40.23,516.64,8931.0,1
42.74,40.18,516.16,8918.0,1
42.72,40.06,515.77,8906.0,1
42.72,40.13,515.89,8881.0,1
42.7,40.19,515.51,8857.0,1
42.72,40.08,515.16,8868.0,1
42.72,40.06,515.03,8868.0,1
42.75,40.06,515.43,8839.0,1
42.72,40.17,515.01,8857.0,1
42.74,40.1,514.82,8857.0,1
42.72,40.13,515.13,8875.0,1
42.74,40.06,515.11,8863.0,1
42.72,40.15,515.13,8863.0,1
42.72,40.19,515.01,8875.0,1
42.74,40.2,514.89,8863.0,1
42.74,40.18,514.74,8881.0,1
42.74,40.15,514.73,8883.0,1
42.74,40.1,515.12,8943.0,1
42.72,40.1,515.27,8956.0,1
42.74,40.09,515.82,8969.0,1
42.72,40.06,516.06,8993.0,1
42.75,40.06,516.59,8988.0,1
42.71,39.97,516.42,9012.0,1
42.75,40.01,517.01,9001.0,1
42.75,40.0,516.84,9001.0,1
42.75,40.04,516.84,9019.0,1
42.77,40.08,517.1,9019.0,1
42.74,40.12,517.42,9019.0,1
42.74,40.2,517.61,9019.0,1
42.75,40.09,518.05,9019.0,1
42.75,40.0,518.03,9019.0,1
42.74,40.1,517.97,9019.0,1
42.77,40.04,518.09,9001.0,1
42.77,40.0,518.39,9012.0,1
42.78,40.08,518.71,9012.0,1
42.78,40.01,518.69,9012.0,1
42.75,39.87,518.74,9001.0,1
42.77,39.95,518.95,9007.0,1
42.78,40.03,519.13,9043.0,1
42.77,40.18,519.02,9049.0,1
42.77,40.04,519.1,9045.0,1
42.77,39.95,519.13,9069.0,1
42.8,39.81,519.24,9093.0,1
42.77,39.95,519.0,9117.0,1
42.8,40.05,519.08,9142.0,1
42.78,40.0,519.5,9148.0,1
42.8,39.98,519.68,9155.0,1
42.77,40.03,519.58,9179.0,1
42.78,40.0,520.04,9168.0,1
42.78,39.95,520.17,9203.0,1
42.8,40.02,520.46,9210.0,1
42.77,39.93,520.58,9198.0,1
42.8,39.91,520.56,9216.0,1
42.78,39.86,520.41,9241.0,1
42.8,39.96,520.45,9258.0,1
42.81,40.02,521.35,9265.0,1
42.8,40.06,521.62,9283.0,1
42.81,40.03,521.48,9271.0,1
42.82,40.01,521.73,9307.0,1
42.82,40.03,521.9,9278.0,1
42.81,40.03,521.7,9296.0,1
42.84,40.05,521.51,9313.0,1
42.81,39.96,521.76,9313.0,1
42.82,39.93,521.98,9320.0,1
42.82,39.9,521.98,9338.0,1
42.84,39.94,521.96,9308.0,1
42.84,40.02,522.0,9308.0,1
42.82,39.97,522.11,9326.0,1
42.84,39.71,522.64,9344.0,1
42.84,39.75,522.79,9344.0,1
42.84,39.74,523.14,9344.0,1
42.85,39.91,523.44,9333.0,1
42.86,39.96,523.86,9351.0,1
42.84,40.08,523.46,9351.0,1
42.86,40.02,523.53,9368.0,1
42.86,39.93,523.19,9339.0,1
42.86,39.88,523.55,9357.0,1
42.85,39.97,523.69,9375.0,1
42.86,39.93,523.86,9375.0,1
42.88,39.96,524.02,9375.0,1
42.89,39.95,524.04,9364.0,1
42.88,39.82,524.18,9381.0,1
42.86,39.85,524.43,9381.0,1
42.89,39.79,524.44,9399.0,1
42.89,39.75,524.7,9388.0,1
42.86,39.81,524.53,9406.0,1
42.88,39.81,524.86,9394.0,1
42.92,39.81,525.1,9430.0,1
42.89,39.87,525.08,9448.0,1
42.89,39.89,525.0,9454.0,1
42.92,39.91,525.12,9479.0,1
42.92,39.86,525.02,9485.0,1
42.92,39.89,524.84,9521.0,1
42.91,39.83,525.35,9521.0,1
42.94,39.86,525.23,9545.0,1
42.92,39.86,524.96,9551.0,1
42.92,40.0,525.56,9587.0,1
42.94,39.89,525.44,9594.0,1
42.95,39.86,525.08,9618.0,1
42.94,39.87,524.87,9642.0,1
42.94,39.83,524.89,9696.0,1
42.94,39.81,524.77,9684.0,1
42.95,39.81,524.54,9744.0,1
42.95,39.83,524.81,9751.0,1
42.97,39.83,525.3,9793.0,1
42.97,39.82,525.5,9799.0,1
42.94,39.86,526.22,9841.0,1
42.97,39.79,526.18,9859.0,1
42.99,39.84,526.37,9890.0,1
43.01,39.77,526.09,9932.0,1
42.99,39.77,525.87,9968.0,1
42.98,39.85,526.48,9992.0,1
42.99,39.85,526.88,10034.0,1
42.99,39.77,526.93,10041.0,1
43.02,39.82,527.05,10083.0,1
43.01,39.84,527.33,10089.0,1
43.01,39.77,527.68,10114.0,1
43.02,39.68,528.05,10138.0,1
43.01,39.59,527.62,10162.0,1
43.02,39.56,528.01,10187.0,1
43.01,39.49,527.25,10235.0,1
43.01,39.23,526.88,10253.0,1
43.01,39.49,526.58,10284.0,1
43.04,39.67,525.88,10319.0,1
43.04,39.85,525.59,10332.0,1
43.02,39.84,525.58,10368.0,1
43.02,39.34,525.54,10375.0,1
43.04,39.34,525.71,10417.0,1
43.04,39.4,525.71,10423.0,1
43.04,39.34,526.17,10477.0,1
43.04,39.49,526.34,10490.0,1
43.04,39.67,526.45,10514.0,1
43.05,39.61,525.98,10550.0,1
43.06,39.54,526.36,10574.0,1
43.06,39.81,527.27,10580.0,1
43.05,39.81,527.07,10605.0,1
43.06,39.72,526.92,10640.0,1
43.06,39.62,526.99,10665.0,1
43.08,39.61,527.24,10653.0,1
43.06,39.62,527.38,10695.0,1
43.06,39.7,527.19,10749.0,1
43.05,39.7,527.38,10755.0,1
43.08,39.61,527.48,10762.0,1
43.06,39.54,527.38,10797.0,1
43.06,39.48,527.19,10786.0,1
43.06,39.56,526.93,10786.0,1
43.08,39.58,526.92,10822.0,1
43.08,39.64,526.84,10810.0,1
43.06,39.62,527.58,10810.0,1
43.08,39.61,527.91,10810.0,1
43.06,39.53,527.3,10810.0,1
43.1,39.6,527.65,10828.0,1
43.09,39.66,527.26,10846.0,1
43.09,39.68,527.47,10846.0,1
43.08,39.6,527.45,10828.0,1
43.09,39.53,527.72,10828.0,1
43.08,39.63,527.97,10846.0,1
43.09,39.63,527.62,10828.0,1
43.09,39.6,527.54,10810.0,1
43.1,39.66,527.71,10810.0,1
43.1,39.72,527.58,10804.0,1
43.09,39.81,527.36,10786.0,1
43.1,39.63,527.22,10768.0,1
43.09,39.55,527.58,10750.0,1
43.09,39.28,527.85,10744.0,1
43.09,39.06,527.46,10690.0,1
43.1,39.29,527.65,10720.0,1
43.09,39.41,527.7,10684.0,1
43.1,39.58,527.88,10666.0,1
43.1,39.65,527.95,10660.0,1
43.1,39.55,528.24,10678.0,1
43.13,39.55,528.52,10653.0,1
43.1,39.76,529.24,10660.0,1
43.08,39.5,529.63,10624.0,1
43.09,39.16,529.91,10618.0,1
43.05,38.73,529.56,10618.0,1
43.09,38.5,529.56,10575.0,1
43.09,38.89,529.32,10575.0,1
43.1,39.16,529.18,10569.0,1
43.12,39.43,528.58,10551.0,1
43.09,39.46,528.18,10562.0,1
43.1,39.54,528.49,10545.0,1
43.1,39.52,528.56,10545.0,1
43.09,39.49,528.41,10556.0,1
43.09,39.46,528.34,10520.0,1
43.1,39.36,528.71,10520.0,1
43.08,39.41,528.8,10532.0,1
43.1,39.44,528.83,10532.0,1
43.1,39.47,528.16,10496.0,1
43.09,39.49,528.06,10507.0,1
43.09,39.41,528.37,10496.0,1
43.1,39.49,528.65,10472.0,1
43.09,39.19,528.88,10472.0,1
43.08,38.98,529.33,10465.0,1
43.1,39.16,529.01,10465.0,1
43.09,39.27,529.16,10447.0,1
43.09,39.3,529.44,10447.0,1
43.1,39.4,529.54,10447.0,1
43.1,39.36,529.39,10430.0,1
43.09,39.38,529.73,10412.0,1
43.1,39.36,529.11,10441.0,1
43.1,39.36,529.12,10423.0,1
43.09,39.42,529.33,10423.0,1
43.1,39.38,529.51,10387.0,1
43.09,39.41,529.07,10417.0,1
43.1,39.47,528.73,10387.0,1
43.1,39.33,528.56,10417.0,1
43.09,39.38,528.81,10399.0,1
43.09,39.46,528.38,10381.0,1
43.1,39.46,528.36,10381.0,1
43.1,39.44,528.19,10381.0,1
43.09,39.47,527.61,10375.0,1
43.12,39.46,527.35,10357.0,1
43.12,39.46,527.8,10350.0,1
43.1,39.57,527.8,10332.0,1
43.09,39.52,527.72,10315.0,1
43.12,39.55,527.54,10308.0,1
43.1,39.65,527.74,10302.0,1
43.09,39.75,527.92,10284.0,1
43.08,39.64,528.11,10284.0,1
43.1,39.6,528.11,10284.0,1
43.1,39.55,528.14,10266.0,1
43.13,39.44,528.73,10266.0,1
43.12,39.44,528.7,10266.0,1
43.13,39.54,528.58,10284.0,1
43.13,39.52,528.57,10248.0,1
43.13,39.27,528.82,10230.0,1
43.12,39.26,529.14,10259.0,1
43.1,39.57,528.28,10242.0,1
43.09,39.63,528.0,10230.0,1
43.13,39.66,528.24,10242.0,1
43.12,39.51,528.18,10206.0,1
43.12,39.44,528.68,10217.0,1
43.13,39.48,527.97,10200.0,1
43.13,39.52,527.71,10182.0,1
43.1,39.43,527.8,10200.0,1
43.12,39.57,527.71,10164.0,1
43.13,39.62,527.47,10175.0,1
43.13,39.65,527.3,10157.0,1
43.1,39.68,527.02,10157.0,1
43.12,39.52,526.87,10140.0,1
43.1,39.52,526.61,10151.0,1
43.09,39.57,525.94,10133.0,1
43.13,39.51,525.45,10115.0,1
43.13,39.54,525.04,10127.0,1
43.12,39.54,525.13,10109.0,1
43.13,39.65,525.29,10091.0,1
43.1,39.65,525.11,10085.0,1
43.13,39.46,525.43,10067.0,1
43.12,39.54,525.68,10049.0,1
43.15,39.59,525.97,10049.0,1
43.15,39.6,525.68,10042.0,1
43.15,39.54,525.37,10036.0,1
43.1,39.41,525.5,10000.0,1
43.12,39.48,525.75,10012.0,1
43.1,39.43,526.11,9994.0,1
43.12,39.58,526.06,9958.0,1
43.1,39.55,525.76,9969.0,1
43.1,39.47,525.9,9952.0,1
43.1,39.5,525.41,9916.0,1
43.09,39.47,525.07,9927.0,1
43.09,39.41,524.7,9909.0,1
43.1,39.55,524.69,9903.0,1
43.12,39.51,524.79,9903.0,1
43.09,39.55,524.98,9867.0,1
43.1,39.74,525.07,9897.0,1
43.1,39.57,525.06,9861.0,1
43.09,39.44,524.64,9854.0,1
43.1,39.4,524.21,9819.0,1
43.12,39.43,523.97,9812.0,1
43.12,39.55,524.14,9777.0,1
43.12,39.51,524.08,9806.0,1
43.08,39.49,523.88,9806.0,1
43.08,39.52,523.99,9806.0,1
43.09,39.57,523.79,9788.0,1
43.09,39.57,523.58,9788.0,1
43.1,39.5,523.7,9799.0,1
43.06,39.53,523.62,9799.0,1
43.09,39.64,523.89,9799.0,1
43.08,39.53,523.72,9782.0,1
43.09,39.42,523.41,9775.0,1
43.06,39.59,522.92,9775.0,1
43.08,39.45,523.01,9757.0,1
43.02,39.04,522.73,9769.0,1
43.06,39.23,522.37,9733.0,1
43.05,39.34,522.58,9744.0,1
43.05,39.14,522.3,9709.0,1
43.05,39.25,521.85,9702.0,1
43.04,38.93,521.5,9684.0,1
43.05,38.95,521.31,9678.0,1
43.06,39.2,520.94,9629.0,1
43.04,39.08,520.7,9654.0,1
43.04,39.12,520.54,9636.0,1
43.05,39.29,520.49,9629.0,1
43.04,39.45,520.44,9594.0,1
43.04,39.32,519.82,9587.0,1
43.04,39.29,519.64,9569.0,1
43.05,39.2,519.02,9563.0,1
43.04,39.28,518.14,9527.0,1
43.02,39.28,517.99,9503.0,1
43.01,39.15,518.28,9496.0,1
42.99,39.29,517.38,9490.0,1
43.02,39.26,517.5,9466.0,1
43.04,39.2,517.35,9430.0,1
43.02,39.25,517.24,9424.0,1
43.02,39.37,517.02,9406.0,1
43.01,39.24,516.83,9388.0,1
43.01,39.01,516.39,9381.0,1
43.02,39.12,516.11,9381.0,1
42.99,39.16,515.96,9364.0,1
43.01,39.23,515.52,9375.0,1
42.99,39.18,514.97,9357.0,1
42.98,39.21,514.14,9351.0,1
42.99,39.38,513.9,9315.0,1
42.99,39.4,514.39,9308.0,1
42.99,39.38,513.96,9291.0,1
42.98,39.4,513.67,9284.0,1
42.98,39.38,513.74,9284.0,1
42.99,39.41,513.95,9249.0,1
42.98,39.47,513.87,9278.0,1
42.97,39.46,513.86,9242.0,1
42.98,39.43,513.67,9224.0,1
42.97,39.43,513.41,9200.0,1
42.95,39.47,513.79,9211.0,1
42.99,39.48,514.19,9176.0,1
42.95,39.49,513.97,9187.0,1
42.95,39.56,513.96,9169.0,1
42.97,39.57,513.88,9163.0,1
42.98,39.49,513.9,9163.0,1
42.94,39.47,513.73,9127.0,1
42.94,39.47,513.21,9109.0,1
42.94,39.44,513.11,9103.0,1
42.95,39.49,513.89,9085.0,1
42.94,39.53,513.51,9078.0,1
42.94,39.49,513.49,9072.0,1
42.94,39.66,513.72,9036.0,1
42.95,39.6,513.63,9048.0,1
42.94,39.41,513.6,8994.0,1
42.92,39.34,513.79,8988.0,1
42.94,39.39,513.65,8981.0,1
42.92,39.58,513.63,8946.0,1
42.95,39.64,513.25,8939.0,1
42.94,39.63,512.8,8903.0,1
42.94,39.64,512.84,8897.0,1
42.94,39.61,513.08,8908.0,1
42.94,39.67,512.81,8873.0,1
42.92,39.67,512.43,8855.0,1
42.92,39.69,512.08,8848.0,1
42.91,39.65,512.07,8831.0,1
42.92,39.67,511.69,8824.0,1
42.91,39.67,511.5,8818.0,1
42.94,39.7,511.83,8800.0,1
42.92,39.64,511.71,8800.0,1
42.94,39.66,511.82,8764.0,1
42.92,39.67,511.84,8746.0,1
42.92,39.72,511.49,8758.0,1
42.91,39.7,511.65,8758.0,1
42.91,39.73,512.14,8722.0,1
42.91,39.78,511.9,8751.0,1
42.91,39.81,512.05,8722.0,1
42.92,39.67,512.12,8733.0,1
42.91,39.69,512.15,8704.0,1
42.91,39.75,512.37,8733.0,1
42.91,39.83,512.3,8715.0,1
42.91,39.94,512.05,8715.0,1
42.89,39.6,512.26,8698.0,1
42.91,39.64,512.65,8709.0,1
42.89,39.7,512.78,8691.0,1
42.89,39.68,512.46,8673.0,1
42.86,39.76,512.54,8667.0,1
42.92,39.81,512.2,8667.0,1
42.89,39.81,511.9,8643.0,1
42.91,39.79,511.63,8625.0,1
42.89,39.87,511.69,8589.0,1
42.86,39.85,511.77,8583.0,1
42.88,39.78,511.33,8583.0,1
42.89,39.76,511.06,8583.0,1
42.89,39.86,510.99,8583.0,1
42.89,39.86,510.97,8583.0,1
42.91,39.76,510.97,8594.0,1
42.86,39.68,510.82,8576.0,1
42.88,39.68,511.35,8540.0,1
42.86,39.65,511.72,8552.0,1
42.86,39.84,511.82,8534.0,1
42.88,39.85,512.0,8545.0,1
42.88,39.79,511.9,8528.0,1
42.85,39.82,511.68,8503.0,1
42.91,39.79,511.36,8485.0,1
42.84,39.77,511.25,8479.0,1
42.88,39.87,511.9,8490.0,1
42.86,39.93,511.85,8473.0,1
42.85,39.9,512.36,8466.0,1
42.86,39.9,512.48,8466.0,1
42.88,39.84,512.45,8448.0,1
42.82,39.74,512.2,8460.0,1
42.84,39.8,512.05,8442.0,1
42.84,39.73,511.81,8453.0,1
42.85,39.7,511.63,8435.0,1
42.85,39.73,511.46,8429.0,1
42.88,39.76,511.62,8411.0,1
42.85,39.77,511.16,8405.0,1
42.84,39.8,510.92,8369.0,1
42.85,39.85,510.72,8380.0,1
42.82,39.83,510.35,8362.0,1
42.85,39.87,510.52,8338.0,1
42.84,39.91,510.75,8349.0,1
42.82,39.8,510.98,8332.0,1
42.82,39.75,510.92,8314.0,1
42.84,39.68,511.1,8325.0,1
42.81,39.7,511.31,8307.0,1
42.82,39.77,511.04,8301.0,1
42.82,39.77,510.73,8283.0,1
42.82,39.83,510.97,8265.0,1
42.85,39.85,511.65,8259.0,1
42.81,39.96,511.56,8241.0,1
42.82,39.83,511.67,8252.0,1
42.8,39.89,511.28,8217.0,1
42.81,39.83,511.31,8210.0,1
42.82,39.75,511.64,8210.0,1
42.81,40.0,512.12,8192.0,1
42.81,40.02,512.36,8192.0,1
42.8,39.89,512.3,8192.0,1
42.8,39.85,512.32,8186.0,1
42.82,39.77,512.16,8186.0,1
42.81,39.74,512.82,8168.0,1
42.81,39.83,513.15,8168.0,1
42.81,39.85,513.39,8168.0,1
42.81,39.88,513.46,8150.0,1
42.8,39.89,513.25,8162.0,1
42.81,39.83,513.26,8144.0,1
42.77,39.67,513.21,8126.0,1
42.8,39.75,513.12,8126.0,1
42.8,39.72,513.58,8155.0,1
42.81,39.81,513.7,8137.0,1
42.78,39.86,513.65,8137.0,1
42.77,39.87,513.49,8119.0,1
42.8,39.91,513.75,8119.0,1
42.8,39.94,513.45,8131.0,1
42.78,39.97,513.26,8113.0,1
42.78,39.98,513.49,8095.0,1
42.75,39.9,513.47,8095.0,1
42.78,39.95,513.59,8106.0,1
42.75,40.0,513.57,8106.0,1
42.78,40.06,513.33,8106.0,1
42.77,39.92,513.58,8106.0,1
42.77,39.92,513.56,8106.0,1
42.77,40.01,513.59,8089.0,1
42.77,39.98,513.27,8106.0,1
42.77,40.0,512.97,8089.0,1
42.78,39.97,512.67,8089.0,1
42.77,40.04,512.78,8089.0,1
42.78,40.0,512.72,8082.0,1
42.75,40.01,512.77,8082.0,1
42.77,40.03,513.01,8082.0,1
42.77,40.06,512.66,8076.0,1
42.77,40.09,512.8,8076.0,1
42.78,40.08,512.62,8058.0,1
42.75,40.01,513.33,8051.0,1
42.74,40.02,513.57,8034.0,1
42.75,39.9,514.33,8045.0,1
42.74,40.0,514.9,8027.0,1
42.77,40.01,515.42,8027.0,1
42.74,40.02,515.17,8021.0,1
42.75,40.03,515.49,8003.0,1
42.74,40.06,515.32,8003.0,1
42.77,40.15,515.66,8014.0,1
42.75,40.14,515.97,7996.0,1
42.74,40.13,515.9,7979.0,1
42.74,40.1,515.92,7990.0,1
42.77,40.18,516.79,7972.0,1
42.75,40.29,516.8,7966.0,1
42.75,40.14,516.9,7948.0,1
42.71,40.12,516.93,7959.0,1
42.74,40.02,517.7,7941.0,1
42.75,40.15,517.75,7935.0,1
42.74,40.23,518.06,7917.0,1
42.75,40.15,517.82,7899.0,1
42.75,40.17,517.55,7911.0,1
42.74,40.15,517.7,7893.0,1
42.74,40.13,517.78,7875.0,1
42.72,40.15,517.62,7886.0,1
42.72,40.15,517.69,7868.0,1
42.71,40.08,517.91,7880.0,1
42.72,40.13,518.08,7862.0,1
42.74,40.18,518.21,7844.0,1
42.72,40.18,518.86,7855.0,1
42.74,40.17,519.04,7838.0,1
42.72,40.13,519.23,7820.0,1
42.72,40.15,519.52,7831.0,1
42.74,40.1,519.54,7831.0,1
42.71,40.15,519.35,7813.0,1
42.7,40.12,519.43,7796.0,1
42.72,40.13,519.35,7813.0,1
42.72,40.07,519.73,7807.0,1
42.71,40.15,519.93,7807.0,1
42.72,40.18,519.62,7789.0,1
42.72,40.02,519.17,7789.0,1
42.72,40.06,518.89,7771.0,1
42.72,40.19,518.84,7753.0,1
42.71,40.23,519.12,7783.0,1
42.71,40.25,518.74,7765.0,1
42.71,40.29,518.87,7747.0,1
42.71,40.23,518.52,7758.0,1
42.72,40.1,518.48,7740.0,1
42.7,40.18,518.75,7734.0,1
42.7,40.23,518.37,7734.0,1
42.71,40.15,518.43,7716.0,1
42.7,40.18,518.46,7710.0,1
42.7,40.05,518.28,7674.0,1
42.71,40.1,518.45,7685.0,1
42.71,40.05,518.33,7650.0,1
42.68,40.02,518.44,7661.0,1
42.68,39.94,518.96,7625.0,1
42.7,40.01,519.23,7655.0,1
42.7,40.07,518.46,7637.0,1
42.68,40.05,518.43,7637.0,1
42.68,40.03,518.43,7630.0,1
42.67,40.05,518.72,7630.0,1
42.67,40.07,518.88,7613.0,1
42.67,40.14,518.58,7595.0,1
42.68,40.11,518.85,7606.0,1
42.67,40.17,519.08,7588.0,1
42.68,40.05,518.99,7570.0,1
42.65,40.12,518.56,7582.0,1
42.65,40.0,518.46,7546.0,1
42.67,40.11,518.34,7540.0,1
42.65,40.12,517.79,7522.0,1
42.65,40.12,517.24,7515.0,1
42.68,39.86,517.06,7509.0,1
42.62,39.9,516.99,7491.0,1
42.65,39.94,516.93,7473.0,1
42.65,40.08,517.18,7485.0,1
42.65,40.09,517.27,7449.0,1
42.62,39.98,517.43,7460.0,1
42.65,40.17,517.49,7442.0,1
42.64,40.2,517.32,7436.0,1
42.62,40.14,517.51,7400.0,1
42.61,40.07,517.53,7394.0,1
42.62,40.01,517.82,7387.0,1
42.62,40.0,517.96,7370.0,1
42.64,40.03,518.32,7363.0,1
42.62,40.08,518.23,7357.0,1
42.61,39.96,518.22,7303.0,1
42.61,40.03,518.25,7297.0,1
42.62,40.11,518.18,7272.0,1
42.61,40.14,517.57,7266.0,1
42.61,40.03,518.43,7230.0,1
42.58,39.7,518.29,7224.0,1
42.6,39.84,518.0,7217.0,1
42.57,39.94,517.86,7193.0,1
42.6,39.98,517.79,7187.0,1
42.57,40.07,517.99,7151.0,1
42.57,40.02,517.83,7144.0,1
42.55,40.02,517.52,7156.0,1
42.6,40.04,517.55,7120.0,1
42.57,39.97,517.37,7114.0,1
42.55,40.02,517.2,7096.0,1
42.55,39.99,516.66,7096.0,1
42.57,40.12,516.7,7089.0,1
42.57,40.07,516.07,7054.0,1
42.55,39.97,516.25,7065.0,1
42.57,40.07,516.02,7059.0,1
42.57,40.12,516.25,7023.0,1
42.54,40.11,515.61,7034.0,1
42.57,40.24,515.52,7028.0,1
42.55,40.21,515.2,7010.0,1
42.54,40.17,514.75,7004.0,1
42.54,40.14,514.95,6986.0,1
42.54,40.14,514.78,6979.0,1
42.54,40.16,515.19,6973.0,1
42.54,40.11,514.9,6937.0,1
42.53,40.16,514.61,6948.0,1
42.51,40.14,514.5,6942.0,1
42.54,40.11,514.15,6906.0,1
42.53,40.16,514.68,6918.0,1
42.53,40.13,514.71,6882.0,1
42.53,40.16,514.75,6893.0,1
42.51,40.14,514.68,6887.0,1
42.51,40.22,514.95,6869.0,1
42.51,40.19,515.38,6880.0,1
42.51,40.14,515.46,6863.0,1
42.47,40.2,514.92,6863.0,1
42.51,40.27,515.01,6845.0,1
42.5,40.33,515.08,6856.0,1
42.49,40.33,514.63,6838.0,1
42.49,40.34,514.55,6820.0,1
42.49,40.33,514.13,6832.0,1
42.49,40.29,513.73,6832.0,1
42.49,40.34,513.39,6825.0,1
42.47,40.37,513.29,6808.0,1
42.44,40.29,513.92,6790.0,1
42.49,40.26,514.08,6801.0,1
42.46,40.21,514.31,6795.0,1
42.47,40.03,514.58,6759.0,1
42.47,39.99,514.37,6753.0,1
42.44,40.06,514.0,6746.0,1
42.46,40.02,514.26,6740.0,1
42.44,40.06,514.2,6704.0,1
42.46,40.12,514.4,6697.0,1
42.44,40.17,514.29,6709.0,1
42.44,40.04,514.49,6673.0,1
42.44,40.18,514.14,6667.0,1
42.41,40.17,514.14,6660.0,1
42.43,40.16,514.15,6642.0,1
42.43,40.18,513.68,6636.0,1
42.41,40.24,513.45,6647.0,1
42.4,40.24,513.36,6612.0,1
42.39,40.16,513.11,6605.0,1
42.39,40.17,513.08,6587.0,1
42.4,40.19,512.79,6581.0,1
42.37,40.27,512.71,6592.0,1
42.36,39.84,513.12,6557.0,1
42.37,40.03,513.11,6539.0,1
42.36,39.95,512.67,6550.0,1
42.37,40.01,512.25,6532.0,1
42.4,40.08,511.89,6544.0,1
42.36,40.19,511.92,6526.0,1
42.34,39.89,512.01,6537.0,1
42.34,39.98,512.62,6519.0,1
42.36,40.09,512.19,6502.0,1
42.33,40.07,512.21,6513.0,1
42.32,40.15,512.74,6495.0,1
42.34,40.21,512.72,6489.0,1
42.34,40.2,512.93,6500.0,1
42.32,40.17,513.37,6482.0,1
42.32,40.17,513.57,6476.0,1
42.32,40.21,513.77,6458.0,1
42.3,40.24,514.01,6469.0,1
42.32,40.23,514.14,6451.0,1
42.32,40.28,514.09,6445.0,1
42.29,40.26,513.84,6427.0,1
42.3,40.24,514.31,6421.0,1
42.3,40.29,514.14,6403.0,1
42.3,40.26,513.99,6414.0,1
42.27,40.28,513.39,6396.0,1
42.27,40.35,513.44,6390.0,1
42.27,40.38,513.87,6372.0,1
42.24,40.33,514.01,6354.0,1
42.26,40.22,514.24,6366.0,1
42.27,40.21,514.35,6348.0,1
42.26,40.28,514.97,6359.0,1
42.27,40.27,514.58,6323.0,1
42.26,40.3,515.0,6335.0,1
42.24,40.25,514.93,6317.0,1
42.24,40.31,514.97,6299.0,1
42.24,40.42,515.28,6311.0,1
42.23,40.36,515.64,6293.0,1
42.24,40.52,515.87,6304.0,1
42.23,40.47,515.23,6268.0,1
42.22,40.44,516.57,6244.0,1
42.2,40.5,516.32,6238.0,1
42.23,40.44,516.06,6231.0,1
42.23,40.45,516.26,6213.0,1
42.19,40.45,516.02,6207.0,1
42.22,40.37,515.95,6200.0,1
42.22,40.4,515.91,6176.0,1
42.2,40.45,515.65,6170.0,1
42.2,40.53,516.12,6145.0,1
42.19,40.51,516.37,6121.0,1
42.18,40.51,516.52,6090.0,1
42.19,40.46,516.64,6048.0,1
42.18,40.54,517.43,6047.0,1
42.19,40.42,517.74,5987.0,1
42.18,40.45,517.86,5974.0,1
42.16,40.46,518.45,5961.0,1
42.13,40.52,519.1,5936.0,1
42.12,40.47,518.91,5912.0,1
42.16,40.51,519.22,5899.0,1
42.16,40.54,518.96,5869.0,1
42.15,40.55,519.22,5838.0,1
42.13,40.61,519.55,5813.0,1
42.12,40.58,519.29,5789.0,1
42.13,40.5,519.37,5801.0,1
42.12,40.53,519.14,5771.0,1
42.12,40.63,519.43,5789.0,1
42.13,40.66,519.52,5789.0,1
42.07,40.65,518.98,5807.0,1
42.11,40.66,518.33,5778.0,1
42.09,40.59,518.0,5796.0,1
42.07,40.57,518.12,5796.0,1
42.07,40.65,518.23,5813.0,1
42.06,40.62,518.92,5802.0,1
42.09,40.58,519.18,5820.0,1
42.06,40.75,520.14,5809.0,1
42.06,40.72,520.61,5815.0,1
42.04,40.68,520.92,5833.0,1
42.04,40.75,521.38,5839.0,1
42.04,40.73,521.55,5828.0,1
42.06,40.67,521.14,5864.0,1
42.03,40.73,521.12,5852.0,1
42.02,40.77,521.12,5870.0,1
